customerID,fecha_lote,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,BancoPago
RET-0164,2026-07-13,Female,1,No,Yes,27,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,79.23,2139.21,
RET-0165,2026-07-13,Male,0,No,Yes,59,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,51.58,3043.22,
RET-0166,2026-07-13,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),73.93,2957.2,
RET-0167,2026-07-13,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.95,648.75,
RET-0168,2026-07-13,Female,0,Yes,Yes,16,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),18.25,292.0,
RET-0169,2026-07-13,Female,0,Yes,No,67,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.69,3061.23,
RET-0170,2026-07-13,Male,0,No,Yes,53,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),71.63,3796.39,
RET-0171,2026-07-13,Female,1,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,37.78,717.82,
RET-0172,2026-07-13,Male,0,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,91.86,2020.92,
RET-0173,2026-07-13,Female,0,Yes,No,32,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,109.91,3517.12,
RET-0174,2026-07-13,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.46,2326.1,
RET-0175,2026-07-13,Male,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.04,0.0,
RET-0113,2026-07-13,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,95.18,2448.36,
RET-0176,2026-07-20,Male,0,Yes,No,40,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,89.99,3599.6,
RET-0177,2026-07-20,Male,0,Yes,Yes,48,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.72,3586.56,
RET-0178,2026-07-20,Male,1,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),89.21,2587.09,
RET-0179,2026-07-20,Female,0,No,No,14,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,56.08,785.12,
RET-0180,2026-07-20,Male,1,Yes,No,33,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,57.6,1900.8,
RET-0181,2026-07-20,Male,1,Yes,Yes,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),31.66,1393.04,
RET-0182,2026-07-20,Male,1,No,Yes,14,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,82.86,1160.04,
RET-0183,2026-07-20,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),88.85,1332.75,
RET-0184,2026-07-20,Male,0,Yes,Yes,42,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,66.4,2788.8,
RET-0185,2026-07-20,Male,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.72,293.76,
RET-0186,2026-07-20,Male,1,Yes,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),45.0,2835.0,
RET-0187,2026-07-20,Male,0,Yes,No,78,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),59.31,4626.18,
RET-0188,2026-07-20,Male,1,No,Yes,62,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),79.95,4956.9,
RET-0189,2026-07-20,Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,766.5,
RET-0190,2026-07-20,Female,0,No,Yes,33,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,51.61,1703.13,
RET-0191,2026-07-20,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,18.9,1360.8,
RET-0192,2026-07-20,Male,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,85.29,0.0,
RET-0193,2026-07-20,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.9,2479.4,
RET-0194,2026-07-20,Female,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,65.76,723.36,
RET-0195,2026-07-20,Male,1,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.9,1035.3,
RET-0196,2026-07-20,Female,0,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.98,2627.28,
RET-0197,2026-07-20,Female,0,No,Yes,11,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,84.34,927.74,
RET-0198,2026-07-20,Male,0,No,Yes,55,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,47.41,2607.55,
RET-0199,2026-07-20,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),62.61,1627.86,
RET-0200,2026-07-20,Male,0,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.68,1251.04,
RET-0201,2026-07-20,Male,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,120.25,0.0,
RET-0202,2026-07-20,Male,0,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),63.43,2283.48,
RET-0203,2026-07-20,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.28,1323.48,
RET-0204,2026-07-20,Female,0,Yes,Yes,39,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),18.25,711.75,
RET-0205,2026-07-20,Male,0,Yes,Yes,43,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),59.77,2570.11,
RET-0206,2026-07-20,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,75.87,2124.36,
RET-0207,2026-07-20,Female,0,Yes,Yes,64,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.89,6136.96,
RET-0208,2026-07-20,Male,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,70.4,2604.8,
RET-0209,2026-07-20,Female,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),48.17,2842.03,
RET-0210,2026-07-20,Male,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,41.13,1604.07,
RET-0211,2026-07-20,Male,1,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,328.5,
RET-0212,2026-07-20,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,105.96,7417.2,
RET-0213,2026-07-20,Male,1,No,No,27,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.72,2152.44,
RET-0214,2026-07-20,Female,0,No,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,67.77,2981.88,
RET-0215,2026-07-20,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,69.29,1455.09,
RET-0216,2026-07-20,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),84.03,756.27,
RET-0217,2026-07-20,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.35,480.15,
RET-0218,2026-07-20,Male,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),68.95,2413.25,
RET-0219,2026-07-20,Male,0,No,Yes,19,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,66.7,1267.3,
RET-0220,2026-07-20,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,547.5,
RET-0221,2026-07-20,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,53.66,160.98,
RET-0222,2026-07-20,Female,0,No,No,30,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),19.7,591.0,
RET-0223,2026-07-20,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),33.81,0.0,
RET-0224,2026-07-20,Male,0,No,Yes,17,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),55.79,948.43,
RET-0225,2026-07-20,Female,1,No,Yes,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),45.84,687.6,
RET-0226,2026-07-20,Female,0,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.35,3071.9,
RET-0227,2026-07-20,Male,1,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),79.17,475.02,
RET-0228,2026-07-20,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,64.55,2646.55,
RET-0229,2026-07-20,Female,1,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.83,2693.99,
RET-0230,2026-07-20,Female,0,No,Yes,79,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.66,6767.14,
RET-0231,2026-07-20,Female,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),102.08,0.0,
RET-0232,2026-07-20,Male,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,84.16,1514.88,
RET-0233,2026-07-20,Male,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),18.25,1040.25,
RET-0234,2026-07-20,Female,0,No,No,18,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),43.93,790.74,
RET-0235,2026-07-20,Male,1,Yes,Yes,6,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,87.35,524.1,
RET-0178,2026-07-20,Male,1,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),93.71,2587.09,
RET-0236,2026-07-27,Female,0,No,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,84.58,4229.0,BBVA
RET-0237,2026-07-27,Male,1,No,Yes,34,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),90.96,3092.64,bancolombia
RET-0238,2026-07-27,Female,1,No,No,49,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),24.67,1208.83,Scotiabank
RET-0239,2026-07-27,Male,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.63,666.08,Banco de Bogota
RET-0240,2026-07-27,Female,0,Yes,No,38,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.59,3100.42,Banco de Bogota
RET-0241,2026-07-27,Male,0,Yes,No,null,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,77.83,3891.5,Bancolombia
RET-0242,2026-07-27,Male,1,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,96.67,3576.79,Bancolombia
RET-0243,2026-07-27,Male,0,No,Yes,27,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,128.31,3464.37,Banco de Bogota
RET-0244,2026-07-27,Male,0,Yes,No,56,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),69.96,3917.76,Bancolombia
RET-0245,2026-07-27,Female,0,No,Yes,15,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),76.43,1146.45,Scotiabank
RET-0246,2026-07-27,Female,1,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),73.72,2211.6,Banco de Bogota
RET-0247,2026-07-27,Male,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.22,2509.78,Banco de Bogota
RET-0248,2026-07-27,Male,1,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.5,3021.0,Scotiabank
RET-0249,2026-07-27,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),55.2,1159.2,
RET-0250,2026-07-27,Female,0,Yes,No,20,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.87,1197.4,Scotiabank
RET-0251,2026-07-27,Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,53.3,2451.8,Davivienda
RET-0252,2026-07-27,Female,0,No, No ,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.05,2731.95,Davivienda
RET-0253,2026-07-27,Female,0,No,No,0,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.94,0.0,Davivienda
RET-0254,2026-07-27,Female,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,310.25,Scotiabank
RET-0255,2026-07-27,Female,0,No,Yes,40,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.24,4209.6,Banco de Bogota
RET-0256,2026-07-27,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,54.09,2325.87,bancolombia
RET-0257,2026-07-27,Female,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.27,4943.12,Davivienda
RET-0258,2026-07-27,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),58.69,2054.15,bancolombia
RET-0259,2026-07-27,Male,0,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,47.28,2647.68,Scotiabank
RET-0260,2026-07-27,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,98.56,3548.16,Banco de Bogota
RET-0261,2026-07-27,Female,1,No,Yes,5,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.57,347.85,BBVA
RET-0262,2026-07-27,Male,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,28.99,1507.48,davivienda
RET-0263,2026-07-27,Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),51.59,722.26,
RET-0264,2026-07-27,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,55.53,3387.33,Davivienda
RET-0265,2026-07-27,Female,1,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.86,1994.4,Bancolombia
RET-0266,2026-07-27,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.49,1660.09,Scotiabank
RET-0267,2026-07-27,Male,0,Yes,Yes,28,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.54,743.12,Bancolombia
RET-0268,2026-07-27,Male,0,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),52.38,3142.8,
RET-0269,2026-07-27,Male,1,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,77.23,2548.59,Banco de Bogota
RET-0270,2026-07-27,Male,0,Yes,Yes,27,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,30.05,811.35,BBVA
RET-0271,2026-07-27,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),103.63,7046.84,BBVA
RET-0272,2026-07-27,Male,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.22,2183.48,
RET-0273,2026-07-27,Female,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,131.73,0.0,Scotiabank
RET-0274,2026-07-27,Male,1,Yes,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,20.92,815.88,bancolombia
RET-0275,2026-07-27,Female,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),65.32,3135.36,Scotiabank
RET-0276,2026-07-27,Female,0,No,Yes,55,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,30.54,1679.7,Bancolombia
RET-0277,2026-07-27,Female,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),81.04,3646.8,Scotiabank
RET-0278,2026-07-27,Male,1,No,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,63.76,3315.52,Bancolombia
RET-0279,2026-07-27,Male,0,Yes,Yes,9,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),18.25,164.25,Bancolombia S.A.
RET-0280,2026-07-27,Female,1,No,Yes,7,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),83.2,582.4,Banco de Bogota
RET-0281,2026-07-27,Female,0,No,Yes,11,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,101.31,1114.41,Davivienda
RET-0282,2026-07-27,Female,1,No,No,15,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,84.17,1262.55,Bancolombia S.A.
RET-0283,2026-07-27,Female,0,No,No,14,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,92.16,1290.24,Banco de Bogota
RET-0284,2026-07-27,Female,0,No,No,49,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),77.09,3777.41,Banco de Bogota
RET-0285,2026-07-27,Female,1,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),63.35,1076.95,Davivienda
RET-0286,2026-07-27,Female,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,620.5,Scotiabank
RET-0287,2026-07-27,Male,1,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,693.5,BBVA
RET-0288,2026-07-27,Male,1,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),60.61,3394.16,
RET-0289,2026-07-27,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,86.62,2858.46,Banco de Bogota
RET-0290,2026-07-27,Male,0,No,Yes,74,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.89,5171.86,Scotiabank
RET-0291,2026-07-27,Male,1,Yes,No,19,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,30.89,586.91,davivienda
RET-0292,2026-07-27,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,66.58,0.0,Banco de Bogota
RET-0293,2026-07-27,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,85.32,170.64,BBVA
RET-0294,2026-07-27,Male,0,Yes,No,32,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,69.99,2239.68,BBVA
RET-0295,2026-07-27,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,18.25,383.25,Scotiabank
RET-0296,2026-07-27,Female,1,No,Yes,38,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),96.01,3648.38,Bancolombia
RET-0297,2026-07-27,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),121.29,2547.09,BBVA
RET-0298,2026-07-27,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),40.31,1975.19,  BBVA 
RET-0299,2026-07-27,Male,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.19,1223.8,Bancolombia
RET-0300,2026-07-27,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,328.5,Davivienda
RET-0301,2026-07-27,Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,90.1,4685.2,Davivienda
RET-0302,2026-07-27,Female,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.81,1468.21,Banco de Bogota
RET-0303,2026-07-27,Female,0,No,No,31,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,69.08,2141.48,Banco de Bogota
RET-0304,2026-07-27,Male,1,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),96.74,6384.84,Bancolombia
RET-0305,2026-07-27,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),37.22,0.0,Banco de Bogota
RET-0306,2026-07-27,Female,1,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),71.34,,Bancolombia S.A.
RET-0307,2026-07-27,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.33,2566.52,BBVA
RET-0308,2026-07-27,Male,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.4,1653.6,Davivienda
RET-0309,2026-07-27,Female,0,No,No,48,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),63.33,3039.84,Scotiabank
RET-0310,2026-07-27,Female,0,No,No,50,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.9,3995.0,bancolombia
RET-0311,2026-07-27,Female,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.03,4161.56,bancolombia
RET-0312,2026-07-27,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,64.41,1674.66,BCO BOGOTA
RET-0313,2026-07-27,Male,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.37,652.29,Scotiabank
RET-0314,2026-07-27,Female,0,No,No,27,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),132.0,3564.0,BBVA
RET-0315,2026-07-27,Female,1,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),18.25,839.5,Bancolombia
RET-0316,2026-07-27,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,34.41,1135.53,Banco de Bogota
RET-0317,2026-07-27,Female,0,Yes,Yes,52,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),51.23,2663.96,BBVA
